Description,Company ID,Location,Account,Department,Project,Project Name
Turtle Creek 2 200MW COD 12/31/2022,77079,DCS4,,,SLRTRTLC2,DEV_Turtle Creek Solar 2
Turtle Creek 2 200MW COD 12/31/2022,77079,DCS4,,,SLRTRTLC2,DEV_Turtle Creek Solar 2
Turtle Creek 2 200MW COD 12/31/2022,77079,DCS4,,,SLRTRTLC2,DEV_Turtle Creek Solar 2
Turtle Creek 2 200MW COD 12/31/2022,77079,DCS4,,,SLRTRTLC2,DEV_Turtle Creek Solar 2
Turtle Creek 2 200MW COD 12/31/2022,77079,DCS4,,,SLRTRTLC2,DEV_Turtle Creek Solar 2
Turtle Creek 2 200MW COD 12/31/2022,77079,DCS4,,,SLRTRTLC2,DEV_Turtle Creek Solar 2
Turtle Creek 2 200MW COD 12/31/2022,77079,DCS4,,,SLRTRTLC2,DEV_Turtle Creek Solar 2
Turtle Creek 2 200MW COD 12/31/2022,77079,DCS4,,,SLRTRTLC2,DEV_Turtle Creek Solar 2
Turtle Creek 2 200MW COD 12/31/2022,77079,DCS4,,,SLRTRTLC2,DEV_Turtle Creek Solar 2
Turtle Creek 2 200MW COD 12/31/2022,77079,DCS4,,,SLRTRTLC2,DEV_Turtle Creek Solar 2
Turtle Creek 2 200MW COD 12/31/2022,77079,DCS4,,,SLRTRTLC2,DEV_Turtle Creek Solar 2
Turtle Creek 2 200MW COD 12/31/2022,77079,DCS4,,,SLRTRTLC2,DEV_Turtle Creek Solar 2
Turtle Creek 2 200MW COD 12/31/2022,77079,DCS4,,,SLRTRTLC2,DEV_Turtle Creek Solar 2
Turtle Creek 2 200MW COD 12/31/2022,77079,DCS4,,,SLRTRTLC2,DEV_Turtle Creek Solar 2
Turtle Creek 2 200MW COD 12/31/2022,77079,DCS4,,,SLRTRTLC2,DEV_Turtle Creek Solar 2
Turtle Creek 2 200MW COD 12/31/2022,77079,DCS4,,,SLRTRTLC2,DEV_Turtle Creek Solar 2
Turtle Creek 2 200MW COD 12/31/2022,77079,DCS4,,,SLRTRTLC2,DEV_Turtle Creek Solar 2
Turtle Creek 2 200MW COD 12/31/2022,77079,DCS4,,,SLRTRTLC2,DEV_Turtle Creek Solar 2
Turtle Creek 2 200MW COD 12/31/2022,77079,DCS4,,,SLRTRTLC2,DEV_Turtle Creek Solar 2
Turtle Creek 2 200MW COD 12/31/2022,77079,DCS4,,,SLRTRTLC2,DEV_Turtle Creek Solar 2
Turtle Creek 3 300MW COD 12/31/2027,77079,DCS4,,,SLRTRTLC3,DEV_Turtle Creek Solar 3
Turtle Creek 3 300MW COD 12/31/2027,77079,DCS4,,,SLRTRTLC3,DEV_Turtle Creek Solar 3
Turtle Creek 3 300MW COD 12/31/2027,77079,DCS4,,,SLRTRTLC3,DEV_Turtle Creek Solar 3
Turtle Creek 3 300MW COD 12/31/2027,77079,DCS4,,,SLRTRTLC3,DEV_Turtle Creek Solar 3
Turtle Creek 3 300MW COD 12/31/2027,77079,DCS4,,,SLRTRTLC3,DEV_Turtle Creek Solar 3
Turtle Creek 3 300MW COD 12/31/2027,77079,DCS4,,,SLRTRTLC3,DEV_Turtle Creek Solar 3
Turtle Creek 3 300MW COD 12/31/2027,77079,DCS4,,,SLRTRTLC3,DEV_Turtle Creek Solar 3
Turtle Creek 3 300MW COD 12/31/2027,77079,DCS4,,,SLRTRTLC3,DEV_Turtle Creek Solar 3
Turtle Creek 3 300MW COD 12/31/2027,77079,DCS4,,,SLRTRTLC3,DEV_Turtle Creek Solar 3
Turtle Creek 3 300MW COD 12/31/2027,77079,DCS4,,,SLRTRTLC3,DEV_Turtle Creek Solar 3
Turtle Creek 3 300MW COD 12/31/2027,77079,DCS4,,,SLRTRTLC3,DEV_Turtle Creek Solar 3
Turtle Creek 3 300MW COD 12/31/2027,77079,DCS4,,,SLRTRTLC3,DEV_Turtle Creek Solar 3
Turtle Creek 3 300MW COD 12/31/2027,77079,DCS4,,,SLRTRTLC3,DEV_Turtle Creek Solar 3
Turtle Creek 3 300MW COD 12/31/2027,77079,DCS4,,,SLRTRTLC3,DEV_Turtle Creek Solar 3
Turtle Creek 3 300MW COD 12/31/2027,77079,DCS4,,,SLRTRTLC3,DEV_Turtle Creek Solar 3
Turtle Creek 3 300MW COD 12/31/2027,77079,DCS4,,,SLRTRTLC3,DEV_Turtle Creek Solar 3
Turtle Creek 3 300MW COD 12/31/2027,77079,DCS4,,,SLRTRTLC3,DEV_Turtle Creek Solar 3
Turtle Creek 3 300MW COD 12/31/2027,77079,DCS4,,,SLRTRTLC3,DEV_Turtle Creek Solar 3
Turtle Creek 3 300MW COD 12/31/2027,77079,DCS4,,,SLRTRTLC3,DEV_Turtle Creek Solar 3
Turtle Creek 3 300MW COD 12/31/2027,77079,DCS4,,,SLRTRTLC3,DEV_Turtle Creek Solar 3
Turtle Creek Solar,77079,DCS4,,,SLRTRTLCK,Turtle Creek Solar
Turtle Creek Solar,77079,DCS4,,,SLRTRTLCK,Turtle Creek Solar
Turtle Creek Solar,77079,DCS4,,,SLRTRTLCK,Turtle Creek Solar
Turtle Creek Solar,77079,DCS4,,,SLRTRTLCK,Turtle Creek Solar
Turtle Creek Solar,77079,DCS4,,,SLRTRTLCK,Turtle Creek Solar
Turtle Creek Solar,77079,DCS4,,,SLRTRTLCK,Turtle Creek Solar
Turtle Creek Solar,77079,DCS4,,,SLRTRTLCK,Turtle Creek Solar
Turtle Creek Solar,77079,DCS4,,,SLRTRTLCK,Turtle Creek Solar
Turtle Creek Solar,77079,DCS4,,,SLRTRTLCK,Turtle Creek Solar
Turtle Creek Solar,77079,DCS4,,,SLRTRTLCK,Turtle Creek Solar
Turtle Creek Solar,77079,DCS4,,,SLRTRTLCK,Turtle Creek Solar
Turtle Creek Solar,77079,DCS4,,,SLRTRTLCK,Turtle Creek Solar
Turtle Creek Solar,77079,DCS4,,,SLRTRTLCK,Turtle Creek Solar
Turtle Creek Solar,77079,DCS4,,,SLRTRTLCK,Turtle Creek Solar
Turtle Creek Solar,77079,DCS4,,,SLRTRTLCK,Turtle Creek Solar
Turtle Creek Solar,77079,DCS4,,,SLRTRTLCK,Turtle Creek Solar
Turtle Creek Solar,77079,DCS4,,,SLRTRTLCK,Turtle Creek Solar
Turtle Creek Solar,77079,DCS4,,,SLRTRTLCK,Turtle Creek Solar
Turtle Creek Solar,77079,DCS4,,,SLRTRTLCK,Turtle Creek Solar
Turtle Creek Solar,77079,DCS4,,,SLRTRTLCK,Turtle Creek Solar
prospecting code for solar development in Wisconsin and other upper midwestern states (Michigan; Wisconsin; Minnesota; Iowa),77079,DCS4,,,SLRUPMWES,DEV_Upper Midwest Greenfield
prospecting code for solar development in Wisconsin and other upper midwestern states (Michigan; Wisconsin; Minnesota; Iowa),77079,DCS4,,,SLRUPMWES,DEV_Upper Midwest Greenfield
prospecting code for solar development in Wisconsin and other upper midwestern states (Michigan; Wisconsin; Minnesota; Iowa),77079,DCS4,,,SLRUPMWES,DEV_Upper Midwest Greenfield
prospecting code for solar development in Wisconsin and other upper midwestern states (Michigan; Wisconsin; Minnesota; Iowa),77079,DCS4,,,SLRUPMWES,DEV_Upper Midwest Greenfield
prospecting code for solar development in Wisconsin and other upper midwestern states (Michigan; Wisconsin; Minnesota; Iowa),77079,DCS4,,,SLRUPMWES,DEV_Upper Midwest Greenfield
prospecting code for solar development in Wisconsin and other upper midwestern states (Michigan; Wisconsin; Minnesota; Iowa),77079,DCS4,,,SLRUPMWES,DEV_Upper Midwest Greenfield
prospecting code for solar development in Wisconsin and other upper midwestern states (Michigan; Wisconsin; Minnesota; Iowa),77079,DCS4,,,SLRUPMWES,DEV_Upper Midwest Greenfield
prospecting code for solar development in Wisconsin and other upper midwestern states (Michigan; Wisconsin; Minnesota; Iowa),77079,DCS4,,,SLRUPMWES,DEV_Upper Midwest Greenfield
prospecting code for solar development in Wisconsin and other upper midwestern states (Michigan; Wisconsin; Minnesota; Iowa),77079,DCS4,,,SLRUPMWES,DEV_Upper Midwest Greenfield
prospecting code for solar development in Wisconsin and other upper midwestern states (Michigan; Wisconsin; Minnesota; Iowa),77079,DCS4,,,SLRUPMWES,DEV_Upper Midwest Greenfield
prospecting code for solar development in Wisconsin and other upper midwestern states (Michigan; Wisconsin; Minnesota; Iowa),77079,DCS4,,,SLRUPMWES,DEV_Upper Midwest Greenfield
prospecting code for solar development in Wisconsin and other upper midwestern states (Michigan; Wisconsin; Minnesota; Iowa),77079,DCS4,,,SLRUPMWES,DEV_Upper Midwest Greenfield
prospecting code for solar development in Wisconsin and other upper midwestern states (Michigan; Wisconsin; Minnesota; Iowa),77079,DCS4,,,SLRUPMWES,DEV_Upper Midwest Greenfield
prospecting code for solar development in Wisconsin and other upper midwestern states (Michigan; Wisconsin; Minnesota; Iowa),77079,DCS4,,,SLRUPMWES,DEV_Upper Midwest Greenfield
prospecting code for solar development in Wisconsin and other upper midwestern states (Michigan; Wisconsin; Minnesota; Iowa),77079,DCS4,,,SLRUPMWES,DEV_Upper Midwest Greenfield
prospecting code for solar development in Wisconsin and other upper midwestern states (Michigan; Wisconsin; Minnesota; Iowa),77079,DCS4,,,SLRUPMWES,DEV_Upper Midwest Greenfield
prospecting code for solar development in Wisconsin and other upper midwestern states (Michigan; Wisconsin; Minnesota; Iowa),77079,DCS4,,,SLRUPMWES,DEV_Upper Midwest Greenfield
prospecting code for solar development in Wisconsin and other upper midwestern states (Michigan; Wisconsin; Minnesota; Iowa),77079,DCS4,,,SLRUPMWES,DEV_Upper Midwest Greenfield
prospecting code for solar development in Wisconsin and other upper midwestern states (Michigan; Wisconsin; Minnesota; Iowa),77079,DCS4,,,SLRUPMWES,DEV_Upper Midwest Greenfield
prospecting code for solar development in Wisconsin and other upper midwestern states (Michigan; Wisconsin; Minnesota; Iowa),77079,DCS4,,,SLRUPMWES,DEV_Upper Midwest Greenfield
General prospecting code for high level spend including injection analyses and land agent spend before specific project identified,77079,DCS4,,,SLRWECCID,DEV_Idaho / WECC Prospecting Code
General prospecting code for high level spend including injection analyses and land agent spend before specific project identified,77079,DCS4,,,SLRWECCID,DEV_Idaho / WECC Prospecting Code
General prospecting code for high level spend including injection analyses and land agent spend before specific project identified,77079,DCS4,,,SLRWECCID,DEV_Idaho / WECC Prospecting Code
General prospecting code for high level spend including injection analyses and land agent spend before specific project identified,77079,DCS4,,,SLRWECCID,DEV_Idaho / WECC Prospecting Code
General prospecting code for high level spend including injection analyses and land agent spend before specific project identified,77079,DCS4,,,SLRWECCID,DEV_Idaho / WECC Prospecting Code
General prospecting code for high level spend including injection analyses and land agent spend before specific project identified,77079,DCS4,,,SLRWECCID,DEV_Idaho / WECC Prospecting Code
General prospecting code for high level spend including injection analyses and land agent spend before specific project identified,77079,DCS4,,,SLRWECCID,DEV_Idaho / WECC Prospecting Code
General prospecting code for high level spend including injection analyses and land agent spend before specific project identified,77079,DCS4,,,SLRWECCID,DEV_Idaho / WECC Prospecting Code
General prospecting code for high level spend including injection analyses and land agent spend before specific project identified,77079,DCS4,,,SLRWECCID,DEV_Idaho / WECC Prospecting Code
General prospecting code for high level spend including injection analyses and land agent spend before specific project identified,77079,DCS4,,,SLRWECCID,DEV_Idaho / WECC Prospecting Code
General prospecting code for high level spend including injection analyses and land agent spend before specific project identified,77079,DCS4,,,SLRWECCID,DEV_Idaho / WECC Prospecting Code
General prospecting code for high level spend including injection analyses and land agent spend before specific project identified,77079,DCS4,,,SLRWECCID,DEV_Idaho / WECC Prospecting Code
General prospecting code for high level spend including injection analyses and land agent spend before specific project identified,77079,DCS4,,,SLRWECCID,DEV_Idaho / WECC Prospecting Code
General prospecting code for high level spend including injection analyses and land agent spend before specific project identified,77079,DCS4,,,SLRWECCID,DEV_Idaho / WECC Prospecting Code
General prospecting code for high level spend including injection analyses and land agent spend before specific project identified,77079,DCS4,,,SLRWECCID,DEV_Idaho / WECC Prospecting Code
General prospecting code for high level spend including injection analyses and land agent spend before specific project identified,77079,DCS4,,,SLRWECCID,DEV_Idaho / WECC Prospecting Code
General prospecting code for high level spend including injection analyses and land agent spend before specific project identified,77079,DCS4,,,SLRWECCID,DEV_Idaho / WECC Prospecting Code
General prospecting code for high level spend including injection analyses and land agent spend before specific project identified,77079,DCS4,,,SLRWECCID,DEV_Idaho / WECC Prospecting Code
General prospecting code for high level spend including injection analyses and land agent spend before specific project identified,77079,DCS4,,,SLRWECCID,DEV_Idaho / WECC Prospecting Code
General prospecting code for high level spend including injection analyses and land agent spend before specific project identified,77079,DCS4,,,SLRWECCID,DEV_Idaho / WECC Prospecting Code
110 MW Solar Project in Las Animas County Colorado to be acquired from JUWI TRC Approval scheduled for February 28 2023,77086,SPSL,,,SLRSPNPCM,Spanish Peaks Solar Const Margin
110 MW Solar Project in Las Animas County Colorado to be acquired from JUWI TRC Approval scheduled for February 28 2023,77086,SPSL,,,SLRSPNPCM,Spanish Peaks Solar Const Margin
110 MW Solar Project in Las Animas County Colorado to be acquired from JUWI TRC Approval scheduled for February 28 2023,77086,SPSL,,,SLRSPNPCM,Spanish Peaks Solar Const Margin
110 MW Solar Project in Las Animas County Colorado to be acquired from JUWI TRC Approval scheduled for February 28 2023,77086,SPSL,,,SLRSPNPCM,Spanish Peaks Solar Const Margin
110 MW Solar Project in Las Animas County Colorado to be acquired from JUWI TRC Approval scheduled for February 28 2023,77086,SPSL,,,SLRSPNPCM,Spanish Peaks Solar Const Margin
110 MW Solar Project in Las Animas County Colorado to be acquired from JUWI TRC Approval scheduled for February 28 2023,77086,SPSL,,,SLRSPNPCM,Spanish Peaks Solar Const Margin
110 MW Solar Project in Las Animas County Colorado to be acquired from JUWI TRC Approval scheduled for February 28 2023,77086,SPSL,,,SLRSPNPCM,Spanish Peaks Solar Const Margin
110 MW Solar Project in Las Animas County Colorado to be acquired from JUWI TRC Approval scheduled for February 28 2023,77086,SPSL,,,SLRSPNPCM,Spanish Peaks Solar Const Margin
110 MW Solar Project in Las Animas County Colorado to be acquired from JUWI TRC Approval scheduled for February 28 2023,77086,SPSL,,,SLRSPNPCM,Spanish Peaks Solar Const Margin
110 MW Solar Project in Las Animas County Colorado to be acquired from JUWI TRC Approval scheduled for February 28 2023,77086,SPSL,,,SLRSPNPCM,Spanish Peaks Solar Const Margin
110 MW Solar Project in Las Animas County Colorado to be acquired from JUWI TRC Approval scheduled for February 28 2023,77086,SPSL,,,SLRSPNPCM,Spanish Peaks Solar Const Margin
110 MW Solar Project in Las Animas County Colorado to be acquired from JUWI TRC Approval scheduled for February 28 2023,77086,SPSL,,,SLRSPNPCM,Spanish Peaks Solar Const Margin
110 MW Solar Project in Las Animas County Colorado to be acquired from JUWI TRC Approval scheduled for February 28 2023,77086,SPSL,,,SLRSPNPCM,Spanish Peaks Solar Const Margin
110 MW Solar Project in Las Animas County Colorado to be acquired from JUWI TRC Approval scheduled for February 28 2023,77086,SPSL,,,SLRSPNPCM,Spanish Peaks Solar Const Margin
110 MW Solar Project in Las Animas County Colorado to be acquired from JUWI TRC Approval scheduled for February 28 2023,77086,SPSL,,,SLRSPNPCM,Spanish Peaks Solar Const Margin
110 MW Solar Project in Las Animas County Colorado to be acquired from JUWI TRC Approval scheduled for February 28 2023,77086,SPSL,,,SLRSPNPCM,Spanish Peaks Solar Const Margin
110 MW Solar Project in Las Animas County Colorado to be acquired from JUWI TRC Approval scheduled for February 28 2023,77086,SPSL,,,SLRSPNPCM,Spanish Peaks Solar Const Margin
110 MW Solar Project in Las Animas County Colorado to be acquired from JUWI TRC Approval scheduled for February 28 2023,77086,SPSL,,,SLRSPNPCM,Spanish Peaks Solar Const Margin
110 MW Solar Project in Las Animas County Colorado to be acquired from JUWI TRC Approval scheduled for February 28 2023,77086,SPSL,,,SLRSPNPCM,Spanish Peaks Solar Const Margin
110 MW Solar Project in Las Animas County Colorado to be acquired from JUWI TRC Approval scheduled for February 28 2023,77086,SPSL,,,SLRSPNPCM,Spanish Peaks Solar Const Margin
110 MW Solar Project in Las Animas County Colorado to be acquired from JUWI  TRC Approval scheduled for February 28 2023,77086,SPSL,,,SLRSPNPKS,Spanish Peaks Solar LLC
110 MW Solar Project in Las Animas County Colorado to be acquired from JUWI  TRC Approval scheduled for February 28 2023,77086,SPSL,,,SLRSPNPKS,Spanish Peaks Solar LLC
110 MW Solar Project in Las Animas County Colorado to be acquired from JUWI  TRC Approval scheduled for February 28 2023,77086,SPSL,,,SLRSPNPKS,Spanish Peaks Solar LLC
110 MW Solar Project in Las Animas County Colorado to be acquired from JUWI  TRC Approval scheduled for February 28 2023,77086,SPSL,,,SLRSPNPKS,Spanish Peaks Solar LLC
110 MW Solar Project in Las Animas County Colorado to be acquired from JUWI  TRC Approval scheduled for February 28 2023,77086,SPSL,,,SLRSPNPKS,Spanish Peaks Solar LLC
110 MW Solar Project in Las Animas County Colorado to be acquired from JUWI  TRC Approval scheduled for February 28 2023,77086,SPSL,,,SLRSPNPKS,Spanish Peaks Solar LLC
110 MW Solar Project in Las Animas County Colorado to be acquired from JUWI  TRC Approval scheduled for February 28 2023,77086,SPSL,,,SLRSPNPKS,Spanish Peaks Solar LLC
110 MW Solar Project in Las Animas County Colorado to be acquired from JUWI  TRC Approval scheduled for February 28 2023,77086,SPSL,,,SLRSPNPKS,Spanish Peaks Solar LLC
110 MW Solar Project in Las Animas County Colorado to be acquired from JUWI  TRC Approval scheduled for February 28 2023,77086,SPSL,,,SLRSPNPKS,Spanish Peaks Solar LLC
110 MW Solar Project in Las Animas County Colorado to be acquired from JUWI  TRC Approval scheduled for February 28 2023,77086,SPSL,,,SLRSPNPKS,Spanish Peaks Solar LLC
110 MW Solar Project in Las Animas County Colorado to be acquired from JUWI  TRC Approval scheduled for February 28 2023,77086,SPSL,,,SLRSPNPKS,Spanish Peaks Solar LLC
110 MW Solar Project in Las Animas County Colorado to be acquired from JUWI  TRC Approval scheduled for February 28 2023,77086,SPSL,,,SLRSPNPKS,Spanish Peaks Solar LLC
110 MW Solar Project in Las Animas County Colorado to be acquired from JUWI  TRC Approval scheduled for February 28 2023,77086,SPSL,,,SLRSPNPKS,Spanish Peaks Solar LLC
110 MW Solar Project in Las Animas County Colorado to be acquired from JUWI  TRC Approval scheduled for February 28 2023,77086,SPSL,,,SLRSPNPKS,Spanish Peaks Solar LLC
110 MW Solar Project in Las Animas County Colorado to be acquired from JUWI  TRC Approval scheduled for February 28 2023,77086,SPSL,,,SLRSPNPKS,Spanish Peaks Solar LLC
